FundID,ISIN,CUSIP,Ticker,SEDOL,Basket Shares,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE
HRVY,,,NVDA,,-524,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260306,,NVDA  260306C00190000,NVDA US 03/06/26 C190 EQUITY,OP
HRCL,,,NVDA,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C205.20260306,,NVDA  260306C00205000,NVDA US 03/06/26 C205 EQUITY,OP
HRCL - TD,,,NVDA,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..P165.20260306,,NVDA  260306P00165000,NVDA US 03/06/26 P165 EQUITY,OP
HRVY,,,NVDA,,-998,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260313,,NVDA  260313C00190000,NVDA US 03/13/26 C190 EQUITY,OP
HRCG,,,NVO,,-59,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C63.20260220,,NVO   260220C00063000,NVO US 02/20/26 C63 EQUITY,OP
HRCG,,,NVO,,-32,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C48.20260306,,NVO   260306C00048000,NVO US 03/06/26 C48 EQUITY,OP
HRCG,,,NVO,,-35,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C61.20260306,,NVO   260306C00061000,NVO US 03/06/26 C61 EQUITY,OP
HRCG,,,NVO,,-46,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C50.20260320,,NVO   260320C00050000,NVO US 03/20/26 C50 EQUITY,OP
HRTH,,,NVS,,-1000,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVS..C145.20260220,,NVS   260220C00145000,NVS US 02/20/26 C145 EQUITY,OP
HRTG,,,O,,-52,USD,N,US,,,,,,,,,,,,,,,EO.US.US.O..C62-5.20260220,,O     260220C00062500,O US 02/20/26 C62.5 EQUITY,OP
HRCL,,,ORCL,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C182-5.20260220,,ORCL  260220C00182500,ORCL US 02/20/26 C182.5 EQUITY,OP
HR21,,,ORCL,,-361,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C185.20260220,,ORCL  260220C00185000,ORCL US 02/20/26 C185 EQUITY,OP
HRT9,,,ORCL,,-254,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C185.20260220,,ORCL  260220C00185000,ORCL US 02/20/26 C185 EQUITY,OP
HRCH,,,ORCL,,-17,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C185.20260220,,ORCL  260220C00185000,ORCL US 02/20/26 C185 EQUITY,OP
HRCL,,,ORCL,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C202-5.20260220,,ORCL  260220C00202500,ORCL US 02/20/26 C202.5 EQUITY,OP
HRCL - TD,,,ORCL,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..P140.20260220,,ORCL  260220P00140000,ORCL US 02/20/26 P140 EQUITY,OP
HRCL - TD,,,ORCL,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..P155.20260220,,ORCL  260220P00155000,ORCL US 02/20/26 P155 EQUITY,OP
HRCH,,,ORCL,,-23,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C145.20260306,,ORCL  260306C00145000,ORCL US 03/06/26 C145 EQUITY,OP
HRCH,,,ORCL,,-25,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C170.20260306,,ORCL  260306C00170000,ORCL US 03/06/26 C170 EQUITY,OP
HRCL,,,ORCL,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C180.20260306,,ORCL  260306C00180000,ORCL US 03/06/26 C180 EQUITY,OP
HRCL - TD,,,ORCL,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..P140.20260306,,ORCL  260306P00140000,ORCL US 03/06/26 P140 EQUITY,OP
HRCH,,,ORCL,,-22,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C170.20260320,,ORCL  260320C00170000,ORCL US 03/20/26 C170 EQUITY,OP
HRT0,,,OVV,,-99,USD,N,US,,,,,,,,,,,,,,,EO.US.US.OVV..C41.20260220,,OVV   260220C00041000,OVV US 02/20/26 C41 EQUITY,OP
HRT0,,,OXY,,-87,USD,N,US,,,,,,,,,,,,,,,EO.US.US.OXY..C43.20260220,,OXY   260220C00043000,OXY US 02/20/26 C43 EQUITY,OP
HR21,,,PANW,,-388,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C187-5.20260220,,PANW  260220C00187500,PANW US 02/20/26 C187.5 EQUITY,OP
HRCL,,,PANW,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C195.20260220,,PANW  260220C00195000,PANW US 02/20/26 C195 EQUITY,OP
HRCL,,,PANW,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C207-5.20260220,,PANW  260220C00207500,PANW US 02/20/26 C207.5 EQUITY,OP
HRCL - TD,,,PANW,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..P160.20260220,,PANW  260220P00160000,PANW US 02/20/26 P160 EQUITY,OP
HRCL,,,PANW,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C180.20260306,,PANW  260306C00180000,PANW US 03/06/26 C180 EQUITY,OP
HRCL - TD,,,PANW,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..P140.20260306,,PANW  260306P00140000,PANW US 03/06/26 P140 EQUITY,OP
HRTS,,,PFE,,-182,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PFE..C26.20260220,,PFE   260220C00026000,PFE US 02/20/26 C26 EQUITY,OP
HRT9,,,PG,,-432,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PG..C148.20260220,,PG    260220C00148000,PG US 02/20/26 C148 EQUITY,OP
HRVP,,,PH,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PH..C940.20260220,,PH    260220C00940000,PH US 02/20/26 C940 EQUITY,OP
HRTG,,,PLD,,-19,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLD..C135.20260220,,PLD   260220C00135000,PLD US 02/20/26 C135 EQUITY,OP
HRQP,,,PLTR,,-30,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C162-5.20260220,,PLTR  260220C00162500,PLTR US 02/20/26 C162.5 EQUITY,OP
HRQP,,,PLTR,,-44,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C175.20260220,,PLTR  260220C00175000,PLTR US 02/20/26 C175 EQUITY,OP
HRV5,,,PLTR,,-790,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C180.20260220,,PLTR  260220C00180000,PLTR US 02/20/26 C180 EQUITY,OP
HRV5,,,PLTR,,-457,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C150.20260227,,PLTR  260227C00150000,PLTR US 02/27/26 C150 EQUITY,OP
HRV5,,,PLTR,,-837,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260306,,PLTR  260306C00140000,PLTR US 03/06/26 C140 EQUITY,OP
HRV5,,,PLTR,,-932,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260313,,PLTR  260313C00140000,PLTR US 03/13/26 C140 EQUITY,OP
HRTP,,,PNC,,-76,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PNC..C225.20260220,,PNC   260220C00225000,PNC US 02/20/26 C225 EQUITY,OP
HRTM,,,PNW,,-329,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PNW..C95.20260220,,PNW   260220C00095000,PNW US 02/20/26 C95 EQUITY,OP
HRQA,,,POW,,-156,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C74.20260220,,POW   260220C00074000,POW CN 02/20/26 C74. Equity,OP
HRQM,,,POW,,-47,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C74.20260220,,POW   260220C00074000,POW CN 02/20/26 C74. Equity,OP
HRT0,,,PPL,,-95,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C54.20260220,,PPL   260220C00054000,PPL CN 02/20/26 C54. Equity,OP
HRTM,,,PPL,,-754,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C54.20260220,,PPL   260220C00054000,PPL CN 02/20/26 C54. Equity,OP
HRQA,,,PPL,,-218,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C55.20260220,,PPL   260220C00055000,PPL CN 02/20/26 C55. Equity,OP
HRQM,,,PPL,,-45,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C55.20260220,,PPL   260220C00055000,PPL CN 02/20/26 C55. Equity,OP
HRTG,,,PSA,,-9,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PSA..C290.20260220,,PSA   260220C00290000,PSA US 02/20/26 C290 EQUITY,OP
HRTG,DE000F2AFRX4,,PSPN,,-700,CHF,N,CH,,,,,,,,,,,,,,,EO.CH.SX.PSPN..C148.20260220,,PSPN  260220C00148000,PSPN SW 02/20/26 C148 Equity,OP
HRT0,,,PSX,,-27,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PSX..C139.20260220,,PSX   260220C00139000,PSX US 02/20/26 C139 EQUITY,OP
HRQA,,,QSR,,-114,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C96.20260220,,QSR   260220C00096000,QSR CN 02/20/26 C96. Equity,OP
HRQM,,,QSR,,-32,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C96.20260220,,QSR   260220C00096000,QSR CN 02/20/26 C96. Equity,OP
HRQM,,,RBA,,-14,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RBA..C160.20260220,,RBA   260220C00160000,RBA CN 02/20/26 C160. Equity,OP
HRTM,,,RCI,,-748,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RCI..C51.20260220.B,,RCI   260220C00051000,RCI CN 02/20/26 C51 Equity,OP
HRQA,,,RCI,,-215,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RCI..C51.20260220.B,,RCI   260220C00051000,RCI CN 02/20/26 C51 Equity,OP
HRVG,,,RCL,,-26,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RCL..C275.20260220,,RCL   260220C00275000,RCL US 02/20/26 C275 EQUITY,OP
HRQP,,,RDDT,,-10,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C195.20260220,,RDDT  260220C00195000,RDDT US 02/20/26 C195 EQUITY,OP
HRQP,,,RDDT,,-15,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C230.20260220,,RDDT  260220C00230000,RDDT US 02/20/26 C230 EQUITY,OP
HRQ6,,,RDDT,,-369,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C240.20260220,,RDDT  260220C00240000,RDDT US 02/20/26 C240 EQUITY,OP
HRQ6,,,RDDT,,-326,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C150.20260306,,RDDT  260306C00150000,RDDT US 03/06/26 C150 EQUITY,OP
HRTH,,,REGN,,-166,USD,N,US,,,,,,,,,,,,,,,EO.US.US.REGN..C740.20260220,,REGN  260220C00740000,REGN US 02/20/26 C740 EQUITY,OP
HRTP,,,RF,,-592,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RF..C28.20260220,,RF    260220C00028000,RF US 02/20/26 C28 EQUITY,OP
HRQL,,,RIOT,,-445,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RIOT..C19.20260220,,RIOT  260220C00019000,RIOT US 02/20/26 C19 EQUITY,OP
HRVG,,,RRR,,-9,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RRR..C65.20260220,,RRR   260220C00065000,RRR US 02/20/26 C65 EQUITY,OP
HRVP,,,RSG,,-39,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RSG..C210.20260220,,RSG   260220C00210000,RSG US 02/20/26 C210 EQUITY,OP
HRVP,,,RTX,,-42,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RTX..C205.20260220,,RTX   260220C00205000,RTX US 02/20/26 C205 EQUITY,OP
HRCJ,,,RY,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C234.20260220,,RY    260220C00234000,RY CN 02/20/26 C234. Equity,OP
HRQA,,,RY,,-48,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRQM,,,RY,,-28,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRQ1,,,RY,,-289,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRQU,,,RY,,-45,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRCJ,,,RY,,-6,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C242.20260220,,RY    260220C00242000,RY CN 02/20/26 C242. Equity,OP
HRCJ - TD,,,RY,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..P218.20260220,,RY    260220P00218000,RY CN 02/20/26 P218. Equity,OP
HRCJ - TD,,,RY,,-7,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..P225.20260220,,RY    260220P00225000,RY CN 02/20/26 P225. Equity,OP
HRTM,DE000F282BH2,,SCMN,,-2500,CHF,N,CH,,,,,,,,,,,,,,,EO.CH.SX.SCMN..C610.20260220,,SCMN  260220C00610000,SCMN SW 02/20/26 C610 Equity,OP
HRQ1,,,SHOP,,-275,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SHOP..C224.20260220,,SHOP  260220C00224000,SHOP CN 02/20/26 C224. Equity,OP
HRQV,,,SHOP,,-139,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SHOP..C225.20260220,,SHOP  260220C00225000,SHOP CN 02/20/26 C225. Equity,OP
HRQV,,,SHOP,,-82,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SHOP..C160.20260320,,SHOP  260320C00160000,SHOP CN 03/20/26 C160. Equity,OP
HRVG,,,SKYW,,-6,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SKYW..C100.20260220,,SKYW  260220C00100000,SKYW US 02/20/26 C100 EQUITY,OP
HRQA,,,SLF,,-130,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SLF..C89.20260220,,SLF   260220C00089000,SLF CN 02/20/26 C89. Equity,OP
HRQM,,,SLF,,-48,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SLF..C89.20260220,,SLF   260220C00089000,SLF CN 02/20/26 C89. Equity,OP
HRTS,,,SNY,,-56,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SNY..C47-5.20260220,,SNY   260220C00047500,SNY US 02/20/26 C47.5 EQUITY,OP
HRQP,,,SOFI,,-77,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SOFI..C25-5.20260220,,SOFI  260220C00025500,SOFI US 02/20/26 C25.5 EQUITY,OP
HRQP,,,SOFI,,-113,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SOFI..C27.20260220,,SOFI  260220C00027000,SOFI US 02/20/26 C27 EQUITY,OP
HRQ7,,,SOFI,,-3568,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SOFI..C27.20260220,,SOFI  260220C00027000,SOFI US 02/20/26 C27 EQUITY,OP
HRQ7,,,SOFI,,-2266,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SOFI..C22.20260306,,SOFI  260306C00022000,SOFI US 03/06/26 C22 EQUITY,OP
HRTG,,,SPG,,-12,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SPG..C185.20260220,,SPG   260220C00185000,SPG US 02/20/26 C185 EQUITY,OP
HRQM,,,STN,,-10,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.STN..C140.20260220,,STN   260220C00140000,STN CN 02/20/26 C140. Equity,OP
HR21,,,STX,,-188,USD,N,US,,,,,,,,,,,,,,,EO.US.US.STX..C460.20260220,,STX   260220C00460000,STX US 02/20/26 C460 EQUITY,OP
HRT0,,,SU,,-89,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C70.20260220,,SU    260220C00070000,SU CN 02/20/26 C70. Equity,OP
HRQA,,,SU,,-189,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C70.20260220,,SU    260220C00070000,SU CN 02/20/26 C70. Equity,OP
HRQ1,,,SU,,-617,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C70.20260220,,SU    260220C00070000,SU CN 02/20/26 C70. Equity,OP
HRQX,,,SU,,-21,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C71.20260220,,SU    260220C00071000,SU CN 02/20/26 C71. Equity,OP
HRQM,,,SU,,-45,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C72.20260220,,SU    260220C00072000,SU CN 02/20/26 C72. Equity,OP
HRTG,,,SUI,,-19,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SUI..C130.20260220,,SUI   260220C00130000,SUI US 02/20/26 C130 EQUITY,OP
HRVG,,,SUI,,-22,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SUI..C130.20260220,,SUI   260220C00130000,SUI US 02/20/26 C130 EQUITY,OP
HRTM,GB00MWC0NS97,,SVT,,-62700,GBP,N,GB,,,,,,,,,,,,,,,EO.GB.L.SVT..C2925.20260220,,SVT   260220C02925000,SVT LN 02/20/26 C2925. Equity,OP
HRTH,,,SYK,,-333,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SYK..C370.20260220,,SYK   260220C00370000,SYK US 02/20/26 C370 EQUITY,OP
HRQM,,,T,,-153,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.T..C19-5.20260220,,T     260220C00019500,T CN 02/20/26 C19.5 Equity,OP
HRQZ,,,T,,-515,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.T..C19-5.20260220,,T     260220C00019500,T CN 02/20/26 C19.5 Equity,OP
HRQ1,,,T,,-1434,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.T..C19-5.20260220,,T     260220C00019500,T CN 02/20/26 C19.5 Equity,OP
HRTM,,,T,,-1115,USD,N,US,,,,,,,,,,,,,,,EO.US.US.T..C24.20260220,,T     260220C00024000,T US 02/20/26 C24 EQUITY,OP
HRCJ,,,TD,,-10,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C132.20260220,,TD    260220C00132000,TD CN 02/20/26 C132. Equity,OP
HRCJ,,,TD,,-11,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C134.20260220,,TD    260220C00134000,TD CN 02/20/26 C134. Equity,OP
HRQA,,,TD,,-85,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C135.20260220,,TD    260220C00135000,TD CN 02/20/26 C135. Equity,OP
HRQM,,,TD,,-54,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C135.20260220,,TD    260220C00135000,TD CN 02/20/26 C135. Equity,OP
HRQ1,,,TD,,-546,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C135.20260220,,TD    260220C00135000,TD CN 02/20/26 C135. Equity,OP
HRQW,,,TD,,-72,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C135.20260220,,TD    260220C00135000,TD CN 02/20/26 C135. Equity,OP
HRCJ - TD,,,TD,,-10,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..P122.20260220,,TD    260220P00122000,TD CN 02/20/26 P122. Equity,OP
HRCJ - TD,,,TD,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..P125.20260220,,TD    260220P00125000,TD CN 02/20/26 P125. Equity,OP
HRTM,ES0A06745392,,TEF,,-548300,EUR,N,ES,,,,,,,,,,,,,,,EO.ES.MA.TEF..C3-4.20260220,,TEF   260220C00003400,TEF SM 02/20/26 C3.4 Equity,OP
HRTM,SE0026716508,,TEL2B,,-146800,SEK,N,SE,,,,,,,,,,,,,,,EO.SE.ST.TEL2B..C160.20260220,,TEL2B 260220C00160000,TEL2B SS 02/20/26 C160 Equity,OP
HRAS,,,TLT,,-4577,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TLT..C88.20260220,,TLT   260220C00088000,TLT US 02/20/26 C88 EQUITY,OP
HRAS,,,TLT,,-3019,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TLT..C88-5.20260220,,TLT   260220C00088500,TLT US 02/20/26 C88.5 EQUITY,OP
HRAS,,,TLT,,-7500,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TLT..C90.20260313,,TLT   260313C00090000,TLT US 03/13/26 C90 EQUITY,OP
HRTH,,,TMO,,-218,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TMO..C617-5.20260220,,TMO   260220C00617500,TMO US 02/20/26 C617.5 EQUITY,OP
HRQM,,,TOU,,-24,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TOU..C61-75.20260220,,TOU   260220C00061750,TOU CN 02/20/26 C61.75 Equity,OP
HRQM,,,TRI,,-9,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRI..C175.20260220,,TRI   260220C00175000,TRI CN 02/20/26 C175. Equity,OP
HRT0,,,TRP,,-70,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C76.20260220,,TRP   260220C00076000,TRP CN 02/20/26 C76. Equity,OP
HRTM,,,TRP,,-535,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C76.20260220,,TRP   260220C00076000,TRP CN 02/20/26 C76. Equity,OP
HRQA,,,TRP,,-148,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C78.20260220,,TRP   260220C00078000,TRP CN 02/20/26 C78. Equity,OP
HRQM,,,TRP,,-82,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C78.20260220,,TRP   260220C00078000,TRP CN 02/20/26 C78. Equity,OP
HRT0,,,TRP,,-36,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C84.20260220,,TRP   260220C00084000,TRP CN 02/20/26 C84. Equity,OP
HRQP,,,TSLA,,-33,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C445.20260220,,TSLA  260220C00445000,TSLA US 02/20/26 C445 EQUITY,OP
HRV1,,,TSLA,,-615,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C450.20260220,,TSLA  260220C00450000,TSLA US 02/20/26 C450 EQUITY,OP
HRV1,,,TSLA,,-444,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C440.20260227,,TSLA  260227C00440000,TSLA US 02/27/26 C440 EQUITY,OP
HRV1,,,TSLA,,-266,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C420.20260306,,TSLA  260306C00420000,TSLA US 03/06/26 C420 EQUITY,OP
HRV1,,,TSLA,,-487,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C430.20260313,,TSLA  260313C00430000,TSLA US 03/13/26 C430 EQUITY,OP
HRT0,,,TTE,,-59,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TTE..C70.20260220,,TTE   260220C00070000,TTE US 02/20/26 C70 EQUITY,OP
HR21,,,TXN,,-288,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TXN..C195.20260220,,TXN   260220C00195000,TXN US 02/20/26 C195 EQUITY,OP
HRVP,,,TXT,,-86,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TXT..C95.20260220,,TXT   260220C00095000,TXT US 02/20/26 C95 EQUITY,OP
HRVG,,,UAL,,-35,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UAL..C113.20260220,,UAL   260220C00113000,UAL US 02/20/26 C113 EQUITY,OP
HRVP,,,UBER,,-48,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UBER..C84.20260220,,UBER  260220C00084000,UBER US 02/20/26 C84 EQUITY,OP
HRTH,,,UNH,,-354,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UNH..C340.20260220,,UNH   260220C00340000,UNH US 02/20/26 C340 EQUITY,OP
HRT9,,,UNH,,-119,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UNH..C340.20260220,,UNH   260220C00340000,UNH US 02/20/26 C340 EQUITY,OP
HRVP,,,UNP,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UNP..C225.20260220,,UNP   260220C00225000,UNP US 02/20/26 C225 EQUITY,OP
HRVP,,,URI,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.URI..C915.20260220,,URI   260220C00915000,URI US 02/20/26 C915 EQUITY,OP
HRTP,,,USB,,-355,USD,N,US,,,,,,,,,,,,,,,EO.US.US.USB..C56.20260220,,USB   260220C00056000,USB US 02/20/26 C56 EQUITY,OP
HRTM,GB00MWD52D10,,UUL,,-131700,GBP,N,GB,,,,,,,,,,,,,,,EO.GB.L.UUL..C1240.20260220,,UUL   260220C01240000,UUL LN 02/20/26 C1240. Equity,OP
HRT9,,,V,,-62,USD,N,US,,,,,,,,,,,,,,,EO.US.US.V..C330.20260220,,V     260220C00330000,V US 02/20/26 C330 EQUITY,OP
HRTM,DE000F29CMR8,,VER,,-31500,EUR,N,DE,,,,,,,,,,,,,,,EO.DE.DE.VER..C62.20260220,,VER   260220C00062000,VER GR 02/20/26 C62 Equity,OP
HRTM,FREX02233127,,VI1,,-69800,EUR,N,FR,,,,,,,,,,,,,,,EO.FR.PA.VI1..C30.20260220,,VI1   260220C00030000,VI1 FP 02/20/26 C30 Equity,OP
HRVG,,,VIK,,-30,USD,N,US,,,,,,,,,,,,,,,EO.US.US.VIK..C70.20260220,,VIK   260220C00070000,VIK US 02/20/26 C70 EQUITY,OP
HRT0,,,VLO,,-22,USD,N,US,,,,,,,,,,,,,,,EO.US.US.VLO..C187-5.20260220,,VLO   260220C00187500,VLO US 02/20/26 C187.5 EQUITY,OP
HRTM,GB00N5WTTJ96,,VOD,,-1992700,GBP,N,GB,,,,,,,,,,,,,,,EO.GB.L.VOD..C104.20260220,,VOD   260220C00104000,VOD LN 02/20/26 C104. Equity,OP
HRT9,,,VZ,,-1664,USD,N,US,,,,,,,,,,,,,,,EO.US.US.VZ..C40.20260220,,VZ    260220C00040000,VZ US 02/20/26 C40 EQUITY,OP
HRQM,,,WCN,,-25,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.WCN..C235.20260220,,WCN   260220C00235000,WCN CN 02/20/26 C235. Equity,OP
HRT9,,,WFC,,-750,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WFC..C89.20260220,,WFC   260220C00089000,WFC US 02/20/26 C89 EQUITY,OP
HRTP,,,WFC,,-138,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WFC..C89.20260220,,WFC   260220C00089000,WFC US 02/20/26 C89 EQUITY,OP
